id,Nome,Genero,Idade,Raça,Formação,Estado,Tempo de casa,Departamento,Senioridade,Idade Ingresso
6001,Batista Ângelo de Gusmão Gomes Ocelacly,Masc,40,pardo,Ensino Superior,Rio Grande do Sul,2.0,Desenvolvimento de Produtos,Analista Júnior,38.0
6002,Henrique Jonathan de Lins dos Santos,Masc,46,branco,Ensino Superior,Rio Grande do Sul,6.0,Desenvolvimento de Produtos,Analista Pleno,40.0
6003,Armando Elói Gute,Masc,41,pardo,Ensino Superior,Paraná,5.0,TI,Analista Sênior,36.0
6004,Ingrid Natália Ciasuz de Vasconcelos da Silva,Fem,34,branco,Ensino Superior,Rio de Janeiro,10.0,Marketing,Analista Júnior,24.0
6005,Rafael Kumca de Espanha,Masc,25,branco,Ensino Superior,São Paulo,8.0,Administrativo,Analista Sênior,17.0
6006,Maíra Arlete Guerra,Fem,33,branco,Pós graduação,Rio de Janeiro,3.0,Desenvolvimento de Produtos,Estagiário,30.0
6007,Elisete de Junqueira,Fem,30,pardo,Ensino Superior,Santa Catarina,5.0,TI,Gerente,25.0
6008,Reinaldo Áureo Mourão Onaz Júnior,Masc,19,pardo,Ensino Superior,Mato Grosso,5.0,Recursos Humanos,Analista Júnior,14.0
6009,Fabiano de Gonçalves Shimee Kawapi Júnior,Masc,20,preto,Ensino Superior,Rio Grande do Sul,6.0,TI,Gerente,14.0
6010,Joel Inácio da Paixão Tripa Nigociov,Masc,30,branco,Pós graduação,Minas Gerais,5.0,Administrativo,Analista Pleno,25.0
6011,Geraldo Hugo Theo,Masc,30,pardo,Ensino Superior,Bahia,5.0,TI,Analista Pleno,25.0
6012,Zuleide dos Santos Tela,Fem,18,pardo,Mestrado,Santa Catarina,3.0,Administrativo,Estagiário,15.0
6013,Beto Oltaman Pinhão de Menezes,Masc,23,pardo,Ensino Superior,Santa Catarina,4.0,TI,Analista Júnior,19.0
6014,Amarildo Roberto Kahero,Masc,28,pardo,Ensino Médio,Bahia,7.0,Compras,Analista Sênior,21.0
6015,Leopoldo Lino Ihaer,Masc,33,branco,Ensino Superior,Paraná,2.0,Compras,Analista Júnior,31.0
6016,Fabrício Avelino de Oliveira da Encarnação,Masc,28,branco,Ensino Superior,Acre,3.0,Administrativo,Analista Júnior,25.0
6017,Dário de Soares Niupu,Masc,37,pardo,Ensino Superior,Minas Gerais,0.0,Recursos Humanos,Analista Pleno,37.0
6018,Anakin de Freitas Neto,Masc,36,pardo,Mestrado,São Paulo,11.0,Operações,Gerente,25.0
6019,Luan Rogério Fortes,Masc,21,pardo,Mestrado,São Paulo,3.0,TI,Analista Sênior,18.0
6020,Zeca Eric Ratodewo,Masc,18,branco,Ensino Superior,São Paulo,2.0,Contabilidade,Analista Júnior,16.0
6021,Dário Ornseão dos Santos,Masc,44,branco,Pós graduação,Rio de Janeiro,,Desenvolvimento de Produtos,Analista Júnior,
6022,Flávio de Matos,Masc,37,pardo,Ensino Superior,Goiás,6.0,Desenvolvimento de Produtos,Analista Sênior,31.0
6023,José Luke de Palhares,Masc,37,preto,Mestrado,Santa Catarina,10.0,Operações,Estagiário,27.0
6024,Alan Bruno de Viana dos Reis,Masc,36,branco,Pós graduação,Mato Grosso do Sul,1.0,Marketing,Estagiário,35.0
6025,Romildo Diego da Gama Júnior,Masc,30,pardo,Ensino Superior,São Paulo,5.0,Recursos Humanos,Estagiário,25.0
6026,Aécio Luiz de Melo,Masc,34,branco,Pós graduação,São Paulo,0.0,TI,Analista Júnior,34.0
6027,Hélio Arnaldo de Moreira Dodue,Masc,32,branco,Pós graduação,Santa Catarina,10.0,Recursos Humanos,Analista Sênior,22.0
6028,Liane Pluon,Fem,30,pardo,Ensino Superior,Rio Grande do Sul,5.0,Operações,Analista Júnior,25.0
6029,Patrick Edivaldo Giba,Masc,44,pardo,Mestrado,Santa Catarina,6.0,Marketing,Analista Pleno,38.0
6030,Cléber Marciano Yscilman Schneider,Masc,34,branco,Ensino Superior,Rio de Janeiro,2.0,TI,Analista Júnior,32.0
6031,Laila de Bezerra dos Santos,Fem,47,pardo,Ensino Médio,Paraná,8.0,Contabilidade,Analista Júnior,39.0
6032,Luciano Rafael Pires da Silva Neto,Masc,54,branco,Ensino Superior,Roraima,2.0,Contabilidade,Gerente,52.0
6033,Charles de Matos,Masc,33,pardo,Ensino Superior,Minas Gerais,0.0,Contabilidade,Gerente,33.0
6034,Heron Oséas de Cardozo Espada,Masc,30,pardo,Doutorado,Rio de Janeiro,5.0,Compras,Analista Sênior,25.0
6035,Uribe Uern de Sampaio Anas,Masc,22,pardo,Ensino Médio,Paraná,5.0,Vendas,Analista Pleno,17.0
6036,Henrique de Amorim,Masc,32,branco,Ensino Superior,Amapá,9.0,Marketing,Analista Sênior,23.0
6037,Eduardo Iamason Lopes,Masc,32,pardo,Ensino Superior,Distrito Federal,8.0,Operações,Analista Pleno,24.0
6038,Domingos da Silva,Masc,36,pardo,Ensino Superior,São Paulo,9.0,Vendas,Analista Sênior,27.0
6039,Jason Everton de Barros,Masc,23,branco,Ensino Superior,Rio Grande do Sul,5.0,TI,Analista Júnior,18.0
6040,Kim da Silva Yiman,Masc,25,preto,Ensino Superior,Ceará,0.0,Contabilidade,Analista Júnior,25.0
6041,Eduardo Albano Gusobe,Masc,30,preto,Ensino Superior,São Paulo,10.0,Operações,Analista Pleno,20.0
6042,Fabrício Pela,Masc,39,preto,Ensino Superior,Minas Gerais,9.0,Compras,Analista Pleno,30.0
6043,Danilo dos Santos,Masc,24,branco,Ensino Superior,Roraima,3.0,Compras,Gerente,21.0
6044,Orlando Miguel da Graça Júnior,Masc,40,pardo,Ensino Superior,São Paulo,5.0,Desenvolvimento de Produtos,Analista Sênior,35.0
6045,Érica de Novais,Fem,21,pardo,Doutorado,Rio Grande do Sul,4.0,Administrativo,Analista Júnior,17.0
6046,Aécio Viweninu,Masc,44,branco,Ensino Superior,São Paulo,3.0,Recursos Humanos,Estagiário,41.0
6047,Alessandre Márcio de Lima,Masc,20,pardo,Mestrado,São Paulo,5.0,Vendas,Gerente,15.0
6048,Jonathas Betlumaer,Masc,43,pardo,Mestrado,Ceará,4.0,Vendas,Diretor,39.0
6049,Larissa da Silva,Fem,21,branco,Ensino Superior,Sergipe,3.0,Contabilidade,Analista Pleno,18.0
6050,Luzimara Raquel da Encarnação,Fem,25,branco,Ensino Superior,Rio de Janeiro,5.0,TI,Analista Sênior,20.0
6051,Quico Ocum da Silva,Masc,27,pardo,Ensino Superior,Mato Grosso do Sul,4.0,Vendas,Analista Júnior,23.0
6052,Edu Laércio Gaojima,Masc,31,branco,Ensino Superior,São Paulo,0.0,Desenvolvimento de Produtos,Analista Sênior,31.0
6053,Luara Liane dos Reis de Pereira,Fem,37,pardo,Ensino Superior,Piauí,5.0,Compras,Analista Pleno,32.0
6054,Everton de Sá,Masc,28,pardo,Pós graduação,São Paulo,9.0,TI,Analista Pleno,19.0
6055,Kauê de Barbosa,Masc,30,pardo,Ensino Superior,Roraima,5.0,Operações,Estagiário,25.0
6056,Raí dos Pinhais Neto,Masc,35,branco,Pós graduação,São Paulo,2.0,Desenvolvimento de Produtos,Gerente,33.0
6057,Lana Quitéria Franco Tonol,Fem,46,branco,Mestrado,Paraná,0.0,Administrativo,Analista Júnior,46.0
6058,César Sanuzeho,Masc,34,preto,Ensino Médio,Acre,6.0,TI,Gerente,28.0
6059,Sérgio do Amaral,Masc,37,branco,Pós graduação,Pernambuco,4.0,Recursos Humanos,Analista Pleno,33.0
6060,Fagner Edinaldo de São Pedro,Masc,39,branco,Ensino Superior,Goiás,6.0,Contabilidade,Analista Sênior,33.0
6061,Fábio Daniel de Pereira Gomes,Masc,31,branco,Ensino Superior,Acre,2.0,Desenvolvimento de Produtos,Gerente,29.0
6062,Gilmar Francisco Câmara de Arruda,Masc,35,branco,Ensino Superior,Rio Grande do Sul,11.0,Compras,Analista Júnior,24.0
6063,Hamilton de Moura,Masc,27,branco,Ensino Superior,Rondônia,3.0,Administrativo,Analista Júnior,24.0
6064,Ali de Pereira dos Santos Hices,Masc,30,pardo,Ensino Superior,Minas Gerais,5.0,Contabilidade,Analista Júnior,25.0
6065,Xerxes de Ayres,Masc,52,pardo,Ensino Superior,Rio Grande do Sul,5.0,Vendas,Analista Sênior,47.0
6066,Vitória Omuern de Pereira Gijobonov,Fem,31,indígena,Ensino Superior,Paraná,0.0,Administrativo,Analista Júnior,31.0
6067,Ayrton Lucas Prodrunman,Masc,37,branco,Ensino Superior,Paraná,6.0,Contabilidade,Analista Júnior,31.0
6068,Nicolau de Morais,Masc,25,pardo,Mestrado,Amapá,3.0,Vendas,Gerente,22.0
6069,Marlon Márcio Torres,Masc,46,branco,Ensino Médio,São Paulo,8.0,Contabilidade,Analista Pleno,38.0
6070,Marielle Márcia da Lira de Novais,Fem,43,branco,Ensino Superior,Roraima,,Marketing,Gerente,
6071,Nelson Baynson Grurnlu de Santo Antônio,Masc,37,branco,Mestrado,São Paulo,2.0,Compras,Analista Sênior,35.0
6072,João de Cabral,Masc,38,pardo,Ensino Superior,Mato Grosso do Sul,7.0,Compras,Analista Sênior,31.0
6073,Leandro de Souza Faskol,Masc,39,pardo,Ensino Superior,Rio de Janeiro,7.0,Recursos Humanos,Analista Júnior,32.0
6074,Raiane Jangada,Fem,42,pardo,Ensino Superior,Rio Grande do Sul,7.0,Recursos Humanos,Analista Pleno,35.0
6075,Álvaro da Silva Vofiu de Pimentel,Masc,47,branco,Ensino Superior,Paraná,5.0,Desenvolvimento de Produtos,Analista Pleno,42.0
6076,Sérgio Bartolomeu de Salvador,Masc,37,branco,Ensino Médio,Tocantins,10.0,Compras,Analista Sênior,27.0
6077,Washington Oséas Igonos,Masc,34,branco,Doutorado,São Paulo,11.0,Compras,Analista Pleno,23.0
6078,Everton de Araújo Buzilozã,Masc,40,branco,Ensino Superior,Paraná,7.0,Vendas,Estagiário,33.0
6079,Demilson Avelino Gomes de Assunção Arnes,Masc,30,branco,Mestrado,Roraima,5.0,Marketing,Analista Sênior,25.0
6080,Hélio de Uchôa Neto,Masc,27,branco,Ensino Superior,Roraima,7.0,Recursos Humanos,Estagiário,20.0
6081,Martin Washington de Soares Marques Júnior,Masc,30,pardo,Mestrado,Santa Catarina,9.0,Desenvolvimento de Produtos,Gerente,21.0
6082,Wilson Raul Gutierrez,Masc,35,branco,Ensino Superior,Pará,0.0,Desenvolvimento de Produtos,Analista Júnior,35.0
6083,Wally da Silva,Masc,28,branco,Doutorado,Amazonas,2.0,TI,Gerente,26.0
6084,Willian Franco de Peres,Masc,24,pardo,Ensino Superior,Rondônia,,Contabilidade,Analista Pleno,
6085,Catarina Núbia de Moura,Fem,23,pardo,Doutorado,Pará,3.0,Administrativo,Gerente,20.0
6086,Tiago Wally de Camargo,Masc,30,pardo,Pós graduação,São Paulo,5.0,Operações,Analista Sênior,25.0
6087,Yolanda Coutinho,Fem,30,branco,Ensino Superior,Mato Grosso do Sul,5.0,Marketing,Analista Júnior,25.0
6088,André Jardel Teles,Masc,44,branco,Ensino Superior,São Paulo,3.0,TI,Gerente,41.0
6089,Luke de Pereira Gloeason da Paz,Masc,37,pardo,Ensino Superior,Rio Grande do Sul,8.0,Recursos Humanos,Analista Pleno,29.0
6090,Yuri Weiss,Masc,31,branco,Ensino Superior,Santa Catarina,4.0,Operações,Analista Pleno,27.0
6092,Michel Elias de Godoy da Nóbrega,Masc,38,pardo,Ensino Superior,São Paulo,9.0,Recursos Humanos,Analista Pleno,29.0
6093,Fagner de Oliveira,Masc,45,branco,Ensino Superior,Paraná,7.0,TI,Analista Pleno,38.0
6094,Nicolas Oséas Câmara,Masc,48,branco,Ensino Superior,Mato Grosso do Sul,7.0,Marketing,Analista Sênior,41.0
6095,Alberto Leonardo da Silva,Masc,19,preto,Ensino Superior,São Paulo,1.0,Operações,Gerente,18.0
6096,Quirino Frio das Neves,Masc,25,branco,Ensino Superior,Paraná,4.0,Marketing,Gerente,21.0
6097,Luís de Lemes,Masc,41,branco,Ensino Superior,Paraná,6.0,Compras,Estagiário,35.0
6098,Lúcia Ayeoz,Fem,24,branco,Ensino Superior,Minas Gerais,6.0,Vendas,Analista Pleno,18.0
6099,Leandro Robson Klein Neto,Masc,42,pardo,Ensino Médio,Rondônia,7.0,Vendas,Analista Júnior,35.0
6100,André Batista de Souza,Masc,57,branco,Mestrado,Piauí,4.0,TI,Diretor,53.0
6101,Rafael Bartolomeu Serapeyu,Masc,27,branco,Ensino Superior,Rio de Janeiro,6.0,Contabilidade,Diretor,21.0
6102,Marlon dos Reis Paim,Masc,26,indígena,Ensino Superior,Amazonas,1.0,Administrativo,Analista Pleno,25.0
6103,Caio Sebastião Sefonus de Arantes,Masc,32,pardo,Ensino Superior,Amazonas,2.0,TI,Analista Pleno,30.0
6104,Luciano da Rocha Neto,Masc,33,pardo,Pós graduação,Maranhão,9.0,Vendas,Analista Júnior,24.0
6105,Miguel Gabriel Uplyman,Masc,45,branco,Ensino Superior,Paraná,8.0,Vendas,Analista Sênior,37.0
6106,Hamilton Penedo,Masc,33,branco,Ensino Superior,Minas Gerais,12.0,Operações,Gerente,21.0
6107,Elói de Gusmões,Masc,26,branco,Ensino Superior,Amapá,8.0,Compras,Analista Pleno,18.0
6108,Breno Ricardo Nyza de Peixoto Valverde Júnior,Masc,44,pardo,Ensino Superior,Pernambuco,6.0,Administrativo,Analista Júnior,38.0
6109,Eustáquio Edle Imorn,Masc,34,pardo,Pós graduação,Roraima,6.0,Administrativo,Analista Júnior,28.0
6110,Altino Otto de Farias Novoman dos Santos,Masc,20,pardo,Pós graduação,Pernambuco,5.0,Marketing,Analista Pleno,15.0
6111,Ricardo Patrick Laorn,Masc,25,branco,Ensino Superior,Paraná,3.0,Desenvolvimento de Produtos,Analista Júnior,22.0
6112,Hildebrando Fred da Silva dos Santos,Masc,33,branco,Ensino Superior,Distrito Federal,3.0,Marketing,Analista Pleno,30.0
6113,Jonas de Pereira dos Santos Neto,Masc,35,branco,Pós graduação,Mato Grosso,5.0,Contabilidade,Diretor,30.0
6114,Wilson de Arantes da Silva Rosa,Masc,18,branco,Ensino Superior,Tocantins,1.0,Marketing,Analista Pleno,17.0
6115,Velma Ana de Paranhos,Fem,37,pardo,Ensino Médio,Minas Gerais,0.0,Marketing,Gerente,37.0
6116,Kim de Guimarães Naves,Masc,34,pardo,Ensino Superior,Acre,5.0,Administrativo,Analista Júnior,29.0
6117,Nicolau Omar Nokugeya,Masc,25,pardo,Ensino Superior,Pernambuco,8.0,Administrativo,Analista Júnior,17.0
6118,Joel de Brito,Masc,26,amarelo,Ensino Superior,Bahia,7.0,Recursos Humanos,Analista Sênior,19.0
6119,Oséas dos Santos de Toledo da Cruz,Masc,36,pardo,Ensino Médio,Rio de Janeiro,7.0,TI,Analista Júnior,29.0
6120,Igor Arnfa,Masc,31,pardo,Ensino Superior,São Paulo,1.0,Compras,Analista Júnior,30.0
6121,Ayrton Zuo Júnior,Masc,38,pardo,Pós graduação,Pará,10.0,Operações,Analista Júnior,28.0
6122,David Vamcyne de Santana,Masc,33,pardo,Ensino Superior,Rio de Janeiro,4.0,Contabilidade,Analista Sênior,29.0
6123,João Caio de Malta Emdiascom,Masc,28,branco,Pós graduação,Rio Grande do Sul,0.0,Marketing,Analista Júnior,28.0
6124,Cristiano Inbiusuov de Vargas,Masc,30,pardo,Ensino Superior,Rio de Janeiro,6.0,Operações,Estagiário,24.0
6125,Albino do Amazonas Meha,Masc,44,pardo,Ensino Superior,Amapá,3.0,Recursos Humanos,Analista Júnior,41.0
6126,Luzinete Yeda Schmidt,Fem,26,pardo,Ensino Superior,Santa Catarina,2.0,TI,Analista Júnior,24.0
6127,Laerte Oliver de Monteiro,Masc,22,pardo,Ensino Superior,Piauí,3.0,Desenvolvimento de Produtos,Estagiário,19.0
6128,Ederson d'Ávila,Masc,52,branco,Mestrado,Santa Catarina,5.0,Desenvolvimento de Produtos,Gerente,47.0
6129,Martin Bruno Ogopuko,Masc,29,pardo,Mestrado,São Paulo,2.0,Operações,Analista Júnior,27.0
6130,Silvair de Souza Morejisa Júnior,Masc,21,pardo,Ensino Superior,Mato Grosso do Sul,2.0,Operações,Analista Júnior,19.0
6131,Jackson Egrom Ocai do Espírito Santo,Masc,36,branco,Ensino Superior,Rondônia,4.0,Marketing,Analista Pleno,32.0
6132,Ramon Castelo de Pereira Júnior,Masc,23,pardo,Doutorado,Pará,7.0,Contabilidade,Analista Pleno,16.0
6133,Kiara de Alvim Wogumaflam Lopes,Fem,20,pardo,Ensino Superior,São Paulo,6.0,Contabilidade,Analista Pleno,14.0
6134,Matheus Tazohise de Vargas,Masc,30,pardo,Pós graduação,São Paulo,5.0,Vendas,Analista Júnior,25.0
6135,Alfredo Silvair Gaskoer de Gusmão,Masc,32,branco,Ensino Superior,São Paulo,7.0,Recursos Humanos,Analista Sênior,25.0
6136,Nilton Alafuparnman,Masc,33,branco,Ensino Superior,Santa Catarina,1.0,Recursos Humanos,Estagiário,32.0
6137,Jackson de Lisboa Mineiro Notsusehe,Masc,28,pardo,Ensino Médio,Roraima,5.0,Contabilidade,Analista Júnior,23.0
6138,Michel Cícero Pinto de Carvalho,Masc,38,pardo,Ensino Superior,São Paulo,4.0,TI,Gerente,34.0
6139,Túlio Jacinto de Teixeira do Maranhão,Masc,35,amarelo,Ensino Superior,Amapá,0.0,Administrativo,Analista Pleno,35.0
6140,Hilda Abry,Fem,26,branco,Mestrado,Bahia,5.0,Contabilidade,Analista Pleno,21.0
6141,Hilton Freire,Masc,54,pardo,Ensino Superior,Minas Gerais,6.0,Contabilidade,Analista Pleno,48.0
6142,Ricardo Hopetosa,Masc,30,pardo,Pós graduação,Paraíba,5.0,Contabilidade,Analista Sênior,25.0
6143,Uribe Ezequiel da Cruz,Masc,31,pardo,Pós graduação,Rio Grande do Sul,5.0,TI,Analista Pleno,26.0
6144,Roger de Rezende Rusu,Masc,42,preto,Doutorado,Rio Grande do Sul,4.0,Vendas,Analista Júnior,38.0
6145,Zenaide Eunice de Cardoso,Fem,25,branco,Pós graduação,Piauí,0.0,Desenvolvimento de Produtos,Analista Júnior,25.0
6146,Ana Isabel de Oliveira,Fem,40,branco,Doutorado,Rio de Janeiro,5.0,Desenvolvimento de Produtos,Analista Pleno,35.0
6147,Edilene Frias Fete,Fem,29,branco,Doutorado,Paraíba,6.0,Operações,Analista Júnior,23.0
6148,Amélia de Oliva Gomes,Fem,32,branco,Mestrado,São Paulo,11.0,Vendas,Analista Júnior,21.0
6149,Geraldo Weiss,Masc,24,branco,Ensino Superior,Rio Grande do Sul,5.0,Desenvolvimento de Produtos,Analista Sênior,19.0
6150,Raquel Talita Pleoti de Peixoto,Fem,36,branco,Mestrado,Rio de Janeiro,4.0,Marketing,Estagiário,32.0
6151,Chico de Ferreira,Masc,30,branco,Pós graduação,São Paulo,2.0,Recursos Humanos,Analista Júnior,28.0
6153,Gustavo da Silva Hamoe,Masc,19,pardo,Ensino Superior,Santa Catarina,5.0,Marketing,Analista Júnior,14.0
6154,Lilian Rangel Ezpeovic,Fem,23,pardo,Ensino Superior,Mato Grosso do Sul,4.0,Recursos Humanos,Analista Júnior,19.0
6155,Saulo Eiharnman Dazaware,Masc,35,pardo,Ensino Médio,Roraima,5.0,Vendas,Analista Júnior,30.0
6156,Eliel Pidazopi Lerrerae,Masc,45,pardo,Pós graduação,Mato Grosso,6.0,Operações,Analista Júnior,39.0
6157,Maurício Renato de Ortiz,Masc,37,pardo,Ensino Superior,Goiás,,Marketing,Gerente,
6158,Breno do Rio,Masc,29,branco,Ensino Superior,Rio Grande do Norte,4.0,Administrativo,Analista Sênior,25.0
6159,Eduardo Osório da Cunha,Masc,30,pardo,Ensino Superior,Bahia,5.0,TI,Analista Sênior,25.0
6160,Itamara Cícera da Silva,Fem,30,branco,Ensino Superior,Pará,5.0,TI,Analista Pleno,25.0
6161,Kelly Patrícia Teunson de Cardoso Jangada,Fem,50,pardo,Ensino Superior,São Paulo,6.0,Compras,Analista Júnior,44.0
6163,Ana Poldamo,Fem,26,branco,Pós graduação,Rio Grande do Sul,7.0,Recursos Humanos,Analista Sênior,19.0
6164,Nelson Gilberto Schmidt de Castro,Masc,46,branco,Pós graduação,Amapá,6.0,Marketing,Analista Pleno,40.0
6165,Itamara de Pereira da Gama,Fem,22,preto,Pós graduação,São Paulo,8.0,Operações,Analista Pleno,14.0
6166,Roger Mike da Costa dos Santos,Masc,27,pardo,Ensino Superior,Paraná,10.0,Administrativo,Analista Júnior,17.0
6167,Israel Manoel Attupaner,Masc,29,branco,Pós graduação,São Paulo,4.0,Contabilidade,Gerente,25.0
6168,Abigail Valéria Ryno Quamoiz de Lemes,Fem,27,pardo,Ensino Superior,Paraná,6.0,TI,Analista Pleno,21.0
6169,Carla de Camargo Mechiyasu,Fem,26,branco,Ensino Superior,São Paulo,10.0,Desenvolvimento de Produtos,Analista Sênior,16.0
6170,Nicolas Pimenta,Masc,29,preto,Ensino Superior,Ceará,8.0,Marketing,Analista Pleno,21.0
6171,Matheus João de Souza Vrefydlian,Masc,28,branco,Doutorado,Tocantins,10.0,Recursos Humanos,Analista Pleno,18.0
6172,Wilson Ecuzman Deochibo,Masc,29,pardo,Ensino Superior,Distrito Federal,13.0,Operações,Analista Júnior,16.0
6173,Helder da Silva,Masc,30,branco,Mestrado,Santa Catarina,5.0,Marketing,Analista Pleno,25.0
6174,Silvair Ciro Brasil Lopes de Farias Júnior,Masc,39,pardo,Pós graduação,São Paulo,5.0,TI,Analista Pleno,34.0
6175,Renato Pinto,Masc,22,pardo,Ensino Superior,Amazonas,7.0,Contabilidade,Analista Júnior,15.0
6176,Sérgio Jesus de Camargo,Masc,23,pardo,Mestrado,São Paulo,5.0,Recursos Humanos,Analista Sênior,18.0
6177,Nicole de Oliveira,Fem,49,pardo,Ensino Superior,Acre,4.0,Recursos Humanos,Analista Júnior,45.0
6178,Eulália dos Santos Borba,Fem,42,branco,Ensino Superior,Amapá,7.0,TI,Analista Pleno,35.0
6179,Daniel Willian Rangel Júnior,Masc,21,branco,Ensino Superior,Goiás,0.0,Administrativo,Analista Sênior,21.0
6180,Felipe Frederico Ximenes Bukunone Rodrigues,Masc,50,branco,Ensino Superior,Goiás,8.0,Administrativo,Analista Sênior,42.0
6181,Taís Seixas de Siqueira,Fem,35,pardo,Ensino Superior,Espírito Santo,10.0,Recursos Humanos,Analista Pleno,25.0
6182,Rivaldo Edu Osnelson,Masc,26,pardo,Ensino Superior,São Paulo,0.0,Recursos Humanos,Analista Pleno,26.0
6183,Carlos de Barbosa Eoesson,Masc,25,preto,Doutorado,Rio Grande do Sul,9.0,Marketing,Analista Sênior,16.0
6184,Hildebrando Décio de Monteiro Schneider,Masc,34,pardo,Ensino Superior,Minas Gerais,6.0,TI,Analista Pleno,28.0
6185,Tábata Brofi da Silva,Fem,35,branco,Mestrado,Minas Gerais,2.0,Recursos Humanos,Analista Júnior,33.0
6186,Jairo Damião de Abreu Plaozman,Masc,27,branco,Doutorado,Bahia,9.0,Marketing,Gerente,18.0
6187,Zeca Rogério Azafia,Masc,25,pardo,Ensino Superior,Paraná,3.0,Contabilidade,Analista Sênior,22.0
6188,Ricardo de Padilha Mourão,Masc,49,pardo,Ensino Superior,Rio de Janeiro,7.0,Vendas,Gerente,42.0
6189,Maria Eunice Izuaz d'Ávila Glefizelcrol,Fem,30,preto,Pós graduação,Paraná,5.0,Contabilidade,Analista Pleno,25.0
6190,Ísis Yrileson,Fem,38,branco,Ensino Superior,Minas Gerais,10.0,Desenvolvimento de Produtos,Gerente,28.0
6191,Sérgio da Rocha,Masc,43,branco,Pós graduação,São Paulo,5.0,Operações,Analista Pleno,38.0
6192,Murilo Jean Pinto Sukume Júnior,Masc,38,pardo,Ensino Superior,Paraná,4.0,Administrativo,Gerente,34.0
6193,Hildebrando Espada da Silva de Souza,Masc,42,pardo,Doutorado,Rio de Janeiro,5.0,TI,Estagiário,37.0
6194,Alberto da Paraíba,Masc,29,pardo,Ensino Médio,Acre,4.0,Marketing,Analista Pleno,25.0
6195,Clarice Suzanne Hosota de Linhares,Fem,30,pardo,Pós graduação,Roraima,5.0,TI,Analista Pleno,25.0
6196,Marlon Alberto das Neves Neto,Masc,29,branco,Ensino Superior,Minas Gerais,5.0,Contabilidade,Analista Sênior,24.0
6197,João Bento Yode,Masc,23,pardo,Pós graduação,Rio de Janeiro,4.0,Operações,Analista Pleno,19.0
6198,Josiel Dário de Souza,Masc,26,branco,Pós graduação,Mato Grosso do Sul,3.0,Vendas,Analista Sênior,23.0
6199,Lina dos Santos,Fem,30,preto,Doutorado,Rio de Janeiro,5.0,TI,Analista Júnior,25.0
6200,Jacinto Lucas Valverde,Masc,31,branco,Ensino Superior,Piauí,9.0,Vendas,Gerente,22.0
6201,Sandro Aloísio de Padilha Toatevic,Masc,33,branco,Doutorado,Acre,7.0,Vendas,Diretor,26.0
6202,Celeste Laila de Alcântara,Fem,30,branco,Ensino Superior,Santa Catarina,5.0,Administrativo,Analista Pleno,25.0
6203,Luke da Rocha Gomes,Masc,33,pardo,Ensino Médio,Pará,6.0,Administrativo,Analista Júnior,27.0
6204,Cristiano Max de Souza Castelo,Masc,45,preto,Doutorado,Mato Grosso,3.0,Compras,Analista Júnior,42.0
6205,Ana Kifo,Fem,38,pardo,Ensino Superior,Espírito Santo,1.0,Operações,Analista Júnior,37.0
6206,Marcos de Cerqueira,Masc,57,pardo,Ensino Superior,São Paulo,5.0,Vendas,Analista Sênior,52.0
6207,Nivaldo de Gusmão Bahauze,Masc,29,pardo,Mestrado,Espírito Santo,6.0,Recursos Humanos,Analista Sênior,23.0
6208,Maísa Denise de Leite Maciel,Fem,33,pardo,Ensino Superior,Amapá,8.0,Desenvolvimento de Produtos,Analista Sênior,25.0
6209,Josiel de Torquato Neto,Masc,26,branco,Pós graduação,Tocantins,8.0,Desenvolvimento de Produtos,Analista Sênior,18.0
6210,Junior Onaba,Masc,40,pardo,Ensino Superior,Rondônia,7.0,Vendas,Analista Pleno,33.0
6211,Alberto Nicolas de Sá,Masc,41,branco,Ensino Superior,Minas Gerais,6.0,TI,Analista Pleno,35.0
6212,Bento Oliver Valente de Barbosa,Masc,25,branco,Ensino Superior,Amazonas,8.0,Recursos Humanos,Analista Júnior,17.0
6213,Fagner Avelino de Munhoz Oplumer Eaeão,Masc,26,pardo,Mestrado,Piauí,11.0,Contabilidade,Analista Pleno,15.0
6214,Otto Bralpoão,Masc,30,branco,Ensino Superior,São Paulo,5.0,TI,Estagiário,25.0
6215,Ismael Gomes Manabopi Vaz,Masc,35,pardo,Ensino Médio,Pará,5.0,Contabilidade,Analista Júnior,30.0
6216,Nicole Terezinha Ecoan de Viana,Fem,20,branco,Ensino Superior,Alagoas,3.0,Compras,Analista Sênior,17.0
6217,Sandra Gomes,Fem,35,branco,Ensino Superior,Tocantins,7.0,Contabilidade,Analista Sênior,28.0
6218,Jéssica Fátima Estrada,Fem,39,pardo,Ensino Superior,Paraíba,8.0,Marketing,Analista Sênior,31.0
6219,Júlio Martin Otonman,Masc,30,branco,Mestrado,Paraná,6.0,Vendas,Analista Sênior,24.0
6220,Leopoldo Altair Azomlovic,Masc,51,pardo,Ensino Superior,Minas Gerais,7.0,Administrativo,Analista Júnior,44.0
6221,Nicolas Sérgio de Gonçalves,Masc,30,preto,Ensino Superior,Minas Gerais,5.0,Compras,Analista Júnior,25.0
6222,Alessandre Emanoel do Vale,Masc,32,branco,Ensino Superior,São Paulo,6.0,Marketing,Analista Júnior,26.0
6223,Vânia Mereo,Fem,41,pardo,Doutorado,Paraná,9.0,Compras,Analista Pleno,32.0
6224,Ramon Otto Obean Júnior,Masc,37,pardo,Ensino Superior,Santa Catarina,1.0,Operações,Analista Júnior,36.0
