id,Nome,Genero,Idade,Raça,Formação,Estado,Tempo de casa,Departamento,Senioridade,Idade Ingresso
4536,Igor Humberto da Silva Uirnson Júnior,Masc,41,preto,Pós graduação,Goiás,6,Contabilidade,Analista Pleno,35
4537,Suzanne Paula Egru de Castro,Fem,33,pardo,Ensino Superior,São Paulo,4,Desenvolvimento de Produtos,Analista Sênior,29
4538,Edivaldo César Uchelo dos Santos,Masc,30,branco,Ensino Superior,Alagoas,9,TI,Analista Júnior,21
4539,Ramon de Souza,Masc,39,branco,Pós graduação,Rio de Janeiro,2,Administrativo,Analista Pleno,37
4540,Leopoldo Alfredo Epi Arnbri,Masc,19,branco,Ensino Superior,São Paulo,2,Compras,Analista Júnior,17
4541,Alan de Drummond,Masc,24,pardo,Doutorado,Roraima,7,TI,Analista Pleno,17
4542,Washington Avelino de Pimentel,Masc,19,branco,Pós graduação,Rio de Janeiro,0,Desenvolvimento de Produtos,Estagiário,19
4544,Cauê Cleberson Torres,Masc,34,amarelo,Ensino Superior,Santa Catarina,5,TI,Analista Júnior,29
4545,Roger Ângelo de Souza da Silva Renedosu,Masc,37,branco,Ensino Superior,Mato Grosso do Sul,2,Vendas,Gerente,35
4546,Ney de Pereira Júnior,Masc,29,branco,Pós graduação,Rio Grande do Sul,6,Marketing,Analista Júnior,23
4547,Tânia Beatriz Mizu Igreja,Fem,25,pardo,Ensino Superior,São Paulo,4,Administrativo,Analista Júnior,21
4548,Mariano Everton da Paraíba de Santana Limgumfesenvic,Masc,19,branco,Ensino Superior,Minas Gerais,4,Administrativo,Gerente,15
4549,Elói de Oliva,Masc,47,pardo,Ensino Superior,Alagoas,3,Contabilidade,Analista Pleno,44
4550,Pedro Jardel Guerra Miasaer Teles Terceiro,Masc,30,branco,Ensino Superior,Acre,5,TI,Analista Júnior,25
4551,Everaldo Meoam,Masc,35,pardo,Ensino Superior,Mato Grosso do Sul,1,TI,Analista Sênior,34
4552,Raí Nelson de Moura,Masc,26,branco,Ensino Superior,Rio de Janeiro,5,TI,Gerente,21
4553,Roger Wagner da Conceição,Masc,32,branco,Ensino Superior,Rio Grande do Norte,5,Recursos Humanos,Gerente,27
4554,Madalena Tábata Sanches de Munhoz,Fem,18,branco,Doutorado,Mato Grosso,4,TI,Analista Sênior,14
4556,Flávio Albano Dutra da Silva,Masc,36,pardo,Ensino Superior,Rio de Janeiro,7,TI,Gerente,29
4557,Márcio Ademar Tuvrison,Masc,42,pardo,Ensino Superior,Amazonas,6,Operações,Estagiário,36
4559,Olívia Bianca de Leão,Fem,25,pardo,Ensino Superior,Rio Grande do Norte,1,Marketing,Analista Pleno,24
4560,Marli Denise de Siqueira,Fem,21,pardo,Pós graduação,Mato Grosso do Sul,3,Contabilidade,Gerente,18
4561,Albina Ana Barroso,Fem,37,branco,Mestrado,Paraná,0,TI,Analista Júnior,37
4562,André Zeranoho,Masc,28,branco,Pós graduação,Sergipe,2,Marketing,Analista Pleno,26
4563,Luan Puiya,Masc,22,branco,Pós graduação,Rio de Janeiro,4,Compras,Analista Júnior,18
4564,Maíra Leila Hyle da Silva,Fem,28,pardo,Ensino Superior,Minas Gerais,2,Operações,Analista Sênior,26
4565,Marina da Costa,Fem,23,indígena,Doutorado,Mato Grosso,6,Contabilidade,Gerente,17
4566,Raíssa Francielle Ugera,Fem,22,branco,Doutorado,São Paulo,5,Compras,Analista Pleno,17
4567,Miguel Carlos Ugem Vlizusluman,Masc,43,preto,Ensino Superior,Rondônia,6,Desenvolvimento de Produtos,Analista Sênior,37
4568,Tatiana Manuela Geagomo,Fem,24,pardo,Ensino Superior,São Paulo,6,Recursos Humanos,Analista Júnior,18
4569,Matheus Quirino Franco Noze Yaer,Masc,18,branco,Ensino Superior,Minas Gerais,4,Contabilidade,Analista Pleno,14
4570,Everton de Toledo,Masc,43,branco,Pós graduação,Mato Grosso do Sul,1,Compras,Analista Pleno,42
4571,Aldo Gomes Teles,Masc,26,branco,Ensino Superior,Minas Gerais,12,Recursos Humanos,Analista Sênior,14
4572,Reinaldo de Campos Nifumu,Masc,53,branco,Mestrado,Rio Grande do Sul,4,Recursos Humanos,Analista Pleno,49
4573,Michel Wagner de Fraga dos Santos Fontes Júnior,Masc,33,branco,Doutorado,Tocantins,4,Desenvolvimento de Produtos,Analista Pleno,29
4574,Quirino Benedito de Lisboa,Masc,27,pardo,Ensino Superior,Sergipe,2,Administrativo,Analista Pleno,25
4575,Júlio Altair da Rocha,Masc,26,preto,Ensino Superior,Rio de Janeiro,3,Compras,Analista Júnior,23
4576,Gilson de Macedo,Masc,44,branco,Ensino Superior,Santa Catarina,5,Marketing,Analista Pleno,39
4577,Samuel Criys de Alvarenga Rizflintrinpry,Masc,19,pardo,Ensino Superior,Rio Grande do Sul,5,Compras,Analista Pleno,14
4578,Flaviana do Prado Lornssiman,Fem,43,pardo,Pós graduação,Alagoas,8,Contabilidade,Analista Júnior,35
4579,Jânio Ciro Rangel Hosovic,Masc,18,pardo,Ensino Superior,Paraná,1,TI,Gerente,17
4580,Marcos Celso de Souza,Masc,18,preto,Pós graduação,Mato Grosso do Sul,3,Administrativo,Gerente,15
4581,Cíntia Eva Preto Penedo,Fem,32,pardo,Doutorado,Roraima,7,Vendas,Analista Pleno,25
4582,Cléber Wilson de Rezende Gomes,Masc,23,preto,Ensino Superior,Sergipe,4,Vendas,Estagiário,19
4583,Ana de Brandão,Fem,45,branco,Ensino Superior,Mato Grosso do Sul,9,Operações,Analista Júnior,36
4584,Leopoldo de Barbosa,Masc,41,branco,Ensino Superior,Santa Catarina,5,Recursos Humanos,Analista Pleno,36
4585,Osório Cauê de Jesus Valente,Masc,37,branco,Ensino Superior,Rio Grande do Norte,3,Operações,Analista Pleno,34
4586,Carla Uian de Sampaio Ezboa,Fem,33,branco,Mestrado,Rio de Janeiro,4,Administrativo,Analista Pleno,29
4587,Itamara Melanie Kinunise Disier,Fem,44,pardo,Ensino Superior,Amapá,4,Compras,Analista Júnior,40
4588,Geraldo Brasil,Masc,34,preto,Ensino Superior,Paraná,0,Contabilidade,Estagiário,34
4589,Benedito Kuho Júnior,Masc,42,pardo,Ensino Superior,Paraná,0,Operações,Analista Júnior,42
4590,Jânio Paulo Arigopiov de Angola,Masc,27,pardo,Pós graduação,Distrito Federal,3,Administrativo,Diretor,24
4591,Manoel Luke da Silva Pimenta,Masc,22,branco,Ensino Superior,Rio Grande do Sul,8,Desenvolvimento de Produtos,Analista Sênior,14
4593,Amarildo de São Pedro Ocim,Masc,20,pardo,Pós graduação,Sergipe,5,TI,Gerente,15
4594,Matheus Charles da Rocha Pabo,Masc,47,pardo,Ensino Superior,Minas Gerais,7,Compras,Analista Júnior,40
4595,Davi dos Santos Naves,Masc,27,pardo,Ensino Superior,Pará,4,Marketing,Analista Pleno,23
4596,Jardel Thiago Paoson,Masc,43,branco,Mestrado,Distrito Federal,5,Vendas,Analista Pleno,38
4597,Eulália Quitéria dos Santos,Fem,19,preto,Ensino Superior,Tocantins,4,Administrativo,Analista Júnior,15
4598,Isaiane de Barboza,Fem,21,branco,Ensino Superior,Piauí,6,Desenvolvimento de Produtos,Estagiário,15
4599,Madalena de Gimenes,Fem,33,branco,Ensino Superior,Rio de Janeiro,0,Recursos Humanos,Analista Sênior,33
4600,Sara de Fernandes,Fem,30,pardo,Ensino Médio,São Paulo,5,Operações,Analista Pleno,25
4601,Eliomar Francielle Seixas,Fem,41,pardo,Pós graduação,São Paulo,5,Administrativo,Analista Júnior,36
4602,Vera Maria da Mata de Drummond,Fem,29,branco,Doutorado,Santa Catarina,8,TI,Analista Júnior,21
4603,João Domingos da Nóbrega Neto,Masc,29,pardo,Pós graduação,Rondônia,7,TI,Estagiário,22
4604,Guilherme Olavo dos Pinhais da Paraíba de Andrade Júnior,Masc,37,pardo,Ensino Superior,São Paulo,7,Compras,Analista Sênior,30
4605,Camilo de Godoy Efri,Masc,54,branco,Ensino Superior,Mato Grosso,4,TI,Analista Sênior,50
4606,Bento de Madureira,Masc,39,branco,Doutorado,São Paulo,7,Contabilidade,Analista Júnior,32
4607,Adílson Uenounman,Masc,31,branco,Ensino Superior,Paraíba,7,Contabilidade,Analista Júnior,24
4608,Úrsula Alessandra Igreja,Fem,18,pardo,Pós graduação,Minas Gerais,4,TI,Gerente,14
4609,Pedro Yune,Masc,41,branco,Ensino Superior,Espírito Santo,7,Compras,Analista Júnior,34
4610,Leo Pedro Schneider Rosatto,Masc,23,pardo,Ensino Superior,Pará,2,Recursos Humanos,Gerente,21
4611,Luís da Silva Rodrigues,Masc,49,pardo,Mestrado,Rio Grande do Sul,5,Desenvolvimento de Produtos,Gerente,44
4612,Robert Alfredo da Silva dos Santos de Macedo Júnior,Masc,33,branco,Ensino Superior,Paraná,6,Compras,Analista Sênior,27
4613,Bete Aparecida Prates do Amazonas,Fem,49,branco,Ensino Superior,Minas Gerais,3,Desenvolvimento de Produtos,Analista Pleno,46
4615,João Moacyr de Pimentel,Masc,49,pardo,Mestrado,Minas Gerais,2,Operações,Analista Sênior,47
4616,Albina de Magalhães,Fem,30,branco,Ensino Superior,Minas Gerais,5,Compras,Analista Pleno,25
4617,Leo Jack Ornmo Acaman,Masc,31,pardo,Ensino Superior,Rondônia,7,Contabilidade,Analista Pleno,24
4618,Lilian Isabel Tristão,Fem,21,pardo,Pós graduação,Piauí,4,Contabilidade,Analista Pleno,17
4619,Zilda Lívia Castelo,Fem,34,branco,Ensino Superior,Rio Grande do Norte,1,Recursos Humanos,Gerente,33
4620,Romildo de Souza dos Santos,Masc,47,pardo,Ensino Superior,São Paulo,6,Recursos Humanos,Analista Pleno,41
4621,Jonas Quirino Ipulu de São Pedro,Masc,19,branco,Ensino Superior,São Paulo,2,Recursos Humanos,Gerente,17
4622,Demilson Alisson das Neves Góis Fortes,Masc,24,pardo,Mestrado,Alagoas,0,Operações,Gerente,24
4623,Tainá de Souza,Fem,30,pardo,Ensino Superior,Minas Gerais,5,Administrativo,Analista Pleno,25
4624,Rosimeire Cíntia Ujiman Oigacrison da Silva,Fem,29,branco,Ensino Superior,Alagoas,8,TI,Analista Sênior,21
4625,Nicolas Rosa,Masc,22,pardo,Ensino Médio,Maranhão,4,Contabilidade,Analista Júnior,18
4626,Daniel Wellington Lobruz,Masc,25,branco,Ensino Superior,Paraíba,1,Administrativo,Analista Pleno,24
4627,Walter Dozne Jangada,Masc,26,pardo,Ensino Superior,Rio Grande do Sul,6,Contabilidade,Estagiário,20
4628,Hamilton de Meireles Schneider Júnior,Masc,31,branco,Pós graduação,Maranhão,1,Desenvolvimento de Produtos,Analista Pleno,30
4629,Suzy Evelyn Preto,Fem,41,pardo,Ensino Superior,São Paulo,7,Contabilidade,Analista Sênior,34
4630,Itamar Juan Azri Júnior,Masc,36,branco,Ensino Superior,Sergipe,6,Marketing,Analista Pleno,30
4631,Hélio Otávio Freire de Trindade,Masc,21,pardo,Ensino Superior,Goiás,6,Administrativo,Analista Júnior,15
4632,Cleberson Oeocevic,Masc,27,preto,Ensino Superior,Rio de Janeiro,6,TI,Analista Júnior,21
4633,Elaine Teresa Trevisan,Fem,30,pardo,Ensino Superior,Pernambuco,5,Marketing,Gerente,25
4634,Cibele da Silva Pornas de Diniz,Fem,31,branco,Pós graduação,São Paulo,7,TI,Analista Sênior,24
4635,Nivaldo Azchos,Masc,21,pardo,Ensino Superior,São Paulo,4,Compras,Analista Sênior,17
4636,Jânio Branco Lage de Osório,Masc,45,pardo,Ensino Superior,Rio Grande do Sul,3,Desenvolvimento de Produtos,Analista Sênior,42
4637,Flávia dos Santos,Fem,43,pardo,Ensino Superior,Bahia,3,Administrativo,Analista Pleno,40
4639,Thaíssa Margarida de Cerqueira,Fem,23,pardo,Ensino Superior,São Paulo,4,Recursos Humanos,Analista Pleno,19
4640,Luciano de Oliveira Borba,Masc,30,preto,Pós graduação,Bahia,3,Operações,Analista Júnior,27
4641,Humberto das Neves,Masc,36,pardo,Ensino Superior,Tocantins,7,Desenvolvimento de Produtos,Analista Júnior,29
4642,Hélio André Ron de Souza,Masc,20,branco,Ensino Superior,Alagoas,3,Vendas,Analista Júnior,17
4643,Paulo Wilson Plaezeti,Masc,38,pardo,Pós graduação,Paraná,8,Compras,Gerente,30
4644,Augusto de Madureira Rushitoki,Masc,37,branco,Ensino Superior,Amapá,8,Contabilidade,Gerente,29
4645,Walter Alexandre dos Santos Couto Júnior,Masc,44,branco,Ensino Superior,Maranhão,3,Operações,Estagiário,41
4646,Everton Ney de Cardozo,Masc,30,branco,Ensino Superior,Paraíba,5,Compras,Analista Pleno,25
4647,Sandra Vitória da Silva Dias,Fem,28,pardo,Pós graduação,Rio Grande do Sul,9,Administrativo,Analista Pleno,19
4648,Lara Beatriz dos Santos,Fem,48,branco,Ensino Superior,Santa Catarina,9,Compras,Analista Júnior,39
4649,Emanoel Lúcio de Ferraz Mimjenyman dos Santos,Masc,30,branco,Ensino Superior,Maranhão,5,Marketing,Analista Sênior,25
4650,Carla de Salvador da Silva,Fem,35,pardo,Ensino Superior,Paraná,1,Contabilidade,Analista Sênior,34
4651,Gilberto Rafael de Paula,Masc,35,pardo,Ensino Superior,Paraná,3,TI,Analista Pleno,32
4652,Manuel Sewo,Masc,29,pardo,Ensino Superior,Santa Catarina,2,Compras,Gerente,27
4653,Wesley Ewarnocru Júnior,Masc,20,branco,Ensino Superior,Rio Grande do Sul,4,Vendas,Analista Pleno,16
4654,Alexandre Iran Terceiro,Masc,24,branco,Doutorado,Rio Grande do Sul,8,Administrativo,Analista Júnior,16
4655,Jackson Luan de Farias,Masc,34,preto,Ensino Superior,Santa Catarina,4,Operações,Analista Pleno,30
4656,Luke da Silva,Masc,18,branco,Pós graduação,Minas Gerais,1,Desenvolvimento de Produtos,Analista Pleno,17
4657,Roberval Nathan Ouve,Masc,35,branco,Ensino Superior,Rio Grande do Sul,7,Recursos Humanos,Analista Pleno,28
4658,Manuel de Osório Yogi,Masc,39,pardo,Ensino Superior,Piauí,4,Marketing,Analista Júnior,35
4659,Álvaro Hilton de Oliveira,Masc,40,branco,Ensino Superior,São Paulo,9,Marketing,Estagiário,31
4660,Isaías Klein Valverde,Masc,22,preto,Ensino Superior,São Paulo,1,Recursos Humanos,Estagiário,21
4661,Xerxes de Linhares Ozoão,Masc,32,pardo,Ensino Superior,Goiás,8,Administrativo,Analista Sênior,24
4662,Baltazar Maciel,Masc,37,pardo,Ensino Superior,São Paulo,5,Administrativo,Analista Júnior,32
4663,Silvair do Vale Neto,Masc,22,branco,Ensino Superior,Rondônia,2,Operações,Analista Sênior,20
4664,Davi Áureo Gomes de Lins Coutinho,Masc,37,branco,Ensino Superior,Piauí,3,Recursos Humanos,Estagiário,34
4666,Everaldo de Torquato,Masc,30,pardo,Mestrado,Minas Gerais,6,Vendas,Analista Pleno,24
4667,Domingos Everton de Alvim,Masc,45,branco,Doutorado,Paraná,4,Administrativo,Gerente,41
4668,Marcelo de Bezerra Dutra,Masc,34,preto,Pós graduação,Rio de Janeiro,2,Recursos Humanos,Analista Júnior,32
4669,Ederson da Silva,Masc,28,branco,Pós graduação,Roraima,5,Administrativo,Analista Pleno,23
4670,Álvaro Daniel Koeko de Cardozo,Masc,23,pardo,Ensino Médio,Rio de Janeiro,2,Compras,Analista Sênior,21
4671,Thiago Furniman Júnior,Masc,35,pardo,Ensino Superior,São Paulo,3,Compras,Analista Pleno,32
4672,Maísa Tatiana da Silva,Fem,39,preto,Mestrado,Pernambuco,4,Recursos Humanos,Analista Júnior,35
4673,Otávio Táles Gutierrez de Fraga,Masc,30,branco,Ensino Superior,São Paulo,5,TI,Gerente,25
4674,Sílvio Reinaldo Vaz,Masc,21,pardo,Mestrado,Roraima,4,Recursos Humanos,Analista Júnior,17
4675,Mike André de Osório Rangel,Masc,30,branco,Ensino Superior,Bahia,5,Administrativo,Gerente,25
4676,Jacinto Frernun,Masc,32,branco,Doutorado,Maranhão,6,Contabilidade,Analista Júnior,26
4677,Beto de Lacerda Eshu,Masc,20,branco,Ensino Superior,São Paulo,4,Vendas,Gerente,16
4678,Cecília Walderice Borba Fubison,Fem,32,pardo,Mestrado,Distrito Federal,7,Operações,Analista Júnior,25
4679,Kátia Júlia de Campos,Fem,27,branco,Pós graduação,Rio Grande do Sul,4,Operações,Analista Pleno,23
4680,Nicole Quésia de Souza,Fem,21,pardo,Ensino Superior,Minas Gerais,2,Operações,Analista Júnior,19
4681,Pedro da Silva,Masc,28,branco,Mestrado,Rio Grande do Sul,2,Administrativo,Analista Sênior,26
4682,Rodrigo Breno de Pinheiro,Masc,24,pardo,Ensino Superior,Pará,1,Compras,Gerente,23
4683,Felipe Jesus Menitsu,Masc,27,pardo,Pós graduação,Rio Grande do Sul,6,TI,Analista Pleno,21
4684,João Paim,Masc,30,pardo,Ensino Superior,São Paulo,5,Contabilidade,Analista Sênior,25
4685,Paula Cedimarnov da Paixão de Melo,Fem,22,branco,Pós graduação,Distrito Federal,1,Recursos Humanos,Gerente,21
4686,Júlio Dernsko Gaean,Masc,38,preto,Pós graduação,Mato Grosso,4,Vendas,Analista Júnior,34
4688,Emílio Ramon de Siqueira,Masc,41,pardo,Mestrado,Amazonas,1,Compras,Gerente,40
4689,Célia de Trindade da Silva,Fem,27,branco,Ensino Superior,Minas Gerais,5,Vendas,Analista Pleno,22
4690,Batista Nicolau Opryko,Masc,44,pardo,Ensino Superior,Mato Grosso,4,Marketing,Estagiário,40
4691,Patrick Wally Castelo Franve,Masc,27,preto,Ensino Superior,Paraná,3,Vendas,Analista Sênior,24
4692,Francisco Ammavic dos Reis,Masc,24,pardo,Pós graduação,Minas Gerais,2,Contabilidade,Analista Júnior,22
4693,Alessandre Everton Monesuloer,Masc,36,pardo,Mestrado,Paraíba,4,Recursos Humanos,Analista Júnior,32
4694,Paulo Damião Jardim de Mendonça,Masc,32,pardo,Ensino Superior,Pará,8,Vendas,Analista Júnior,24
4695,Lino Bruno Chipesesa da Mata,Masc,33,pardo,Ensino Superior,Rio de Janeiro,0,Desenvolvimento de Produtos,Gerente,33
4696,Elizabete de Álvares Rosa,Fem,34,branco,Ensino Superior,Minas Gerais,7,Recursos Humanos,Gerente,27
4697,Wellington Ademar de Souza,Masc,22,branco,Pós graduação,Rondônia,6,Contabilidade,Gerente,16
4698,Anna de Oliveira,Fem,33,branco,Doutorado,Ceará,12,Recursos Humanos,Analista Sênior,21
4699,Zeca Mateus Rossi,Masc,30,pardo,Mestrado,Paraná,5,TI,Estagiário,25
4700,Cirilo Bornumie,Masc,18,branco,Doutorado,Paraíba,4,Administrativo,Analista Pleno,14
4701,Saulo Proifloy,Masc,32,pardo,Mestrado,Distrito Federal,3,Desenvolvimento de Produtos,Analista Pleno,29
4702,Artur de Arruda Blenmu Júnior,Masc,33,pardo,Pós graduação,Paraná,11,TI,Analista Júnior,22
4703,Rose Mendes Yopoiko,Fem,40,branco,Ensino Médio,Sergipe,8,Desenvolvimento de Produtos,Analista Pleno,32
4704,Mikaella dos Santos Fortes,Fem,35,pardo,Ensino Superior,Acre,7,Contabilidade,Analista Pleno,28
4705,Mário de Souza Shumysto,Masc,38,pardo,Ensino Superior,Rio de Janeiro,3,Administrativo,Gerente,35
4706,Emanoel Inácio Dairea de Gusmões,Masc,53,branco,Pós graduação,Rio de Janeiro,5,Vendas,Gerente,48
4707,Leni Imwuagevic,Fem,30,branco,Ensino Superior,Rio de Janeiro,7,Contabilidade,Estagiário,23
4708,Camila Anna de Ramos,Fem,34,pardo,Mestrado,Sergipe,7,Operações,Analista Pleno,27
4709,Edu do Rio de Godoy,Masc,32,preto,Ensino Superior,Paraná,6,Contabilidade,Analista Sênior,26
4710,Tábata Walderice de Machado,Fem,43,branco,Mestrado,Sergipe,8,Administrativo,Estagiário,35
4711,Gilberto Locomão,Masc,41,branco,Pós graduação,Rio de Janeiro,5,Operações,Estagiário,36
4712,Aldo Gomes Júnior,Masc,28,preto,Ensino Superior,Rio de Janeiro,6,Vendas,Estagiário,22
4713,Berenice Karina Aosofa Quecernem de Souza,Fem,25,pardo,Ensino Superior,Amapá,1,Contabilidade,Gerente,24
4714,Breno Raí Novletteusman da Paraíba,Masc,35,pardo,Ensino Superior,Paraná,1,Vendas,Analista Pleno,34
4715,Iago Dante Fioykason Zatrymoer Neto,Masc,23,branco,Mestrado,Santa Catarina,2,Recursos Humanos,Analista Pleno,21
4716,Paulo de Guimarães Cluo Avieman,Masc,37,branco,Mestrado,Paraíba,9,Contabilidade,Analista Júnior,28
4717,Dante Frederico de Barros,Masc,33,branco,Pós graduação,Santa Catarina,4,TI,Analista Sênior,29
4718,Omar da Silva,Masc,30,pardo,Ensino Médio,Rio Grande do Sul,5,Marketing,Analista Júnior,25
4719,Thiago Roberto do Piauí,Masc,20,branco,Mestrado,Roraima,4,Contabilidade,Gerente,16
4720,Heron Anderson de Muniz,Masc,34,pardo,Mestrado,Paraná,1,Administrativo,Gerente,33
4721,Rita da Silva,Fem,36,preto,Ensino Superior,Rio Grande do Sul,9,Desenvolvimento de Produtos,Gerente,27
4722,Luciana Banhos de Brito,Fem,21,pardo,Ensino Superior,Pernambuco,2,Marketing,Analista Pleno,19
4723,Patrick Bernardo da Silva Samy,Masc,30,preto,Ensino Superior,Amazonas,5,Operações,Analista Júnior,25
4724,Hugo Uribe de Souza,Masc,20,branco,Ensino Superior,Rio Grande do Norte,1,Administrativo,Analista Pleno,19
4725,Nicolas Sandro da Silva de Oliveira Bahia,Masc,32,pardo,Ensino Superior,Rio Grande do Sul,10,TI,Estagiário,22
4726,Domingos Laércio Góis d'Ávila,Masc,43,pardo,Ensino Superior,Distrito Federal,5,Desenvolvimento de Produtos,Estagiário,38
4728,Patrícia Lidiane Rossi,Fem,40,preto,Pós graduação,Rio Grande do Sul,9,Desenvolvimento de Produtos,Analista Júnior,31
4729,Jonas Diogo Teza,Masc,21,preto,Mestrado,São Paulo,5,Vendas,Analista Pleno,16
4730,Márcio César de Cardozo Fortes Shige Júnior,Masc,33,branco,Ensino Superior,Paraíba,9,Marketing,Analista Pleno,24
4731,Roberval Gomes,Masc,41,branco,Pós graduação,Amazonas,8,Vendas,Estagiário,33
4732,Juliano de Garcia,Masc,38,pardo,Ensino Superior,Bahia,7,TI,Gerente,31
4733,Demilson Oliver Gime de Morais dos Santos,Masc,33,pardo,Ensino Superior,Rio Grande do Sul,0,Recursos Humanos,Analista Pleno,33
4734,Iago Ezequiel de Torquato Penedo Júnior,Masc,29,branco,Ensino Superior,Pernambuco,7,Recursos Humanos,Analista Júnior,22
4735,Albina Thaíssa do Amaral,Fem,30,branco,Ensino Superior,Minas Gerais,5,Operações,Analista Pleno,25
4736,Jaziel de Oliva,Masc,34,pardo,Pós graduação,São Paulo,6,Desenvolvimento de Produtos,Gerente,28
4737,Rose de Magalhães Fortes,Fem,47,pardo,Doutorado,Rio de Janeiro,8,Recursos Humanos,Analista Sênior,39
4738,Olavo de Bragança Ornoeoson Júnior,Masc,40,branco,Ensino Superior,Rio de Janeiro,2,Desenvolvimento de Produtos,Gerente,38
4739,Benjamin Jardim da Nóbrega,Masc,30,branco,Ensino Superior,Mato Grosso,5,Vendas,Gerente,25
4740,Rafaela de Cabral Osji,Fem,31,branco,Ensino Superior,Paraná,7,TI,Analista Júnior,24
4741,Jair César Guerra,Masc,26,preto,Doutorado,São Paulo,11,Marketing,Analista Sênior,15
4742,Eugênio Fabrício Ceisha Igreja,Masc,39,branco,Ensino Superior,São Paulo,10,Vendas,Analista Pleno,29
4743,Junior Moreno,Masc,30,branco,Ensino Superior,Roraima,5,Marketing,Gerente,25
4744,Nicole Paoz,Fem,30,preto,Pós graduação,Rio de Janeiro,4,Administrativo,Analista Sênior,26
4745,Ricardo Robson de São Pedro,Masc,38,branco,Ensino Superior,Paraíba,7,Vendas,Analista Sênior,31
4746,Júlia Cleuza Urntres de Palhares,Fem,29,pardo,Ensino Superior,Ceará,5,Administrativo,Analista Pleno,24
4747,Laércio do Maranhão da Silva Resuya,Masc,30,indígena,Ensino Superior,São Paulo,5,Marketing,Analista Sênior,25
4748,Jorge Severino de Souza Câmara,Masc,47,preto,Ensino Superior,Pernambuco,8,Contabilidade,Gerente,39
4749,Amélia Jussara Maciel de Barbosa Ylkuer,Fem,21,preto,Doutorado,São Paulo,5,Vendas,Analista Pleno,16
4750,Nathan Duque,Masc,35,pardo,Ensino Superior,Rio Grande do Sul,0,Contabilidade,Analista Júnior,35
4751,Raiane Juliana Eibi Rangel,Fem,30,branco,Ensino Superior,Rio de Janeiro,5,Compras,Analista Júnior,25
4752,Everaldo Merri,Masc,27,pardo,Ensino Superior,Minas Gerais,6,Desenvolvimento de Produtos,Gerente,21
4753,Ciro Benedito de Melo Acreklurni,Masc,28,branco,Ensino Superior,São Paulo,4,Compras,Gerente,24
4754,Ronaldo Ângelo Werner,Masc,40,pardo,Ensino Superior,São Paulo,0,Vendas,Analista Sênior,40
4755,Renato Walter Mesfesprom Reoho,Masc,28,pardo,Ensino Superior,Maranhão,5,Contabilidade,Analista Pleno,23
4756,Guilherme Joleolson de Brandão,Masc,23,pardo,Ensino Superior,Goiás,5,Desenvolvimento de Produtos,Gerente,18
4757,Roger Fabrício Vokrurnson,Masc,34,pardo,Ensino Superior,Rio de Janeiro,10,Recursos Humanos,Analista Júnior,24
4758,Sônia Toea Maciel,Fem,30,pardo,Mestrado,Goiás,5,Vendas,Gerente,25
4759,Domingos Yuri da Silva Kanigabo Júnior,Masc,43,preto,Pós graduação,Rio Grande do Sul,1,Contabilidade,Analista Sênior,42
4760,Simão Otávio da Silva Arnloasson,Masc,27,branco,Ensino Superior,Santa Catarina,4,Operações,Analista Júnior,23
4761,Diana de Leite Barroso,Fem,32,pardo,Ensino Superior,Tocantins,3,TI,Analista Júnior,29
4762,Charlene de Pacheco Syki,Fem,29,branco,Ensino Médio,Alagoas,9,Marketing,Analista Pleno,20
4763,Alexandre Artur Nusahaya Espada,Masc,21,branco,Ensino Superior,Bahia,7,TI,Gerente,14
4764,Bruno da Silva,Masc,49,pardo,Ensino Superior,São Paulo,1,Operações,Analista Júnior,48
4765,Gabriel de Amorim,Masc,34,branco,Ensino Superior,Rio de Janeiro,5,TI,Analista Sênior,29
4766,Evelyn Opem,Fem,37,pardo,Mestrado,Rio de Janeiro,8,Operações,Analista Pleno,29
4767,Alisson Elói de Oliveira Aselman,Masc,41,branco,Pós graduação,Piauí,5,Marketing,Analista Sênior,36
4768,Luan Dante da Paz,Masc,26,pardo,Ensino Superior,Espírito Santo,6,Marketing,Gerente,20
4769,Jacinto de Meireles,Masc,37,pardo,Ensino Médio,Minas Gerais,5,Compras,Analista Júnior,32
4770,Patrick Itamar de Souza,Masc,44,branco,Ensino Superior,Pernambuco,7,Administrativo,Analista Sênior,37
4771,Hildebrando Michel de Osório,Masc,24,branco,Ensino Superior,Minas Gerais,5,Administrativo,Analista Júnior,19
4772,Bárbara do Piauí de Lemes,Fem,24,branco,Ensino Superior,São Paulo,10,Vendas,Analista Sênior,14
4773,Thaís Úrsula de Campos do Piauí Milige,Fem,19,pardo,Ensino Superior,Amazonas,4,Marketing,Analista Pleno,15
4774,Sebastião Ali da Conceição Nchipau Neto,Masc,37,preto,Ensino Superior,Rio Grande do Sul,4,Recursos Humanos,Analista Sênior,33
4775,Mário Tacholvi,Masc,33,branco,Ensino Superior,Goiás,5,Operações,Analista Sênior,28
4776,Catarina Selma de Maia,Fem,54,pardo,Ensino Superior,Rio de Janeiro,9,Contabilidade,Analista Pleno,45
4777,Pedro Seo,Masc,41,pardo,Ensino Superior,Goiás,11,Marketing,Analista Pleno,30
4778,Áureo Félix Ipuvic,Masc,16,indígena,Pós graduação,Ceará,1,TI,Gerente,15
